,Year Mnth Day Hr,prcp(mm/day)
930,1982 07 19 12,0.52
931,1982 07 20 12,0.0
932,1982 07 21 12,10.56
933,1982 07 22 12,0.0
934,1982 07 23 12,0.0
935,1982 07 24 12,6.42
936,1982 07 25 12,10.32
937,1982 07 26 12,0.0
938,1982 07 27 12,0.0
939,1982 07 28 12,0.0
940,1982 07 29 12,0.0
941,1982 07 30 12,13.83
942,1982 07 31 12,35.3
943,1982 08 01 12,33.25
944,1982 08 02 12,38.21
945,1982 08 03 12,17.65
946,1982 08 04 12,0.0
947,1982 08 05 12,0.0
948,1982 08 06 12,0.0
949,1982 08 07 12,1.43
950,1982 08 08 12,8.27
951,1982 08 09 12,12.97
952,1982 08 10 12,6.64
953,1982 08 11 12,0.06
954,1982 08 12 12,5.89
955,1982 08 13 12,2.23
956,1982 08 14 12,0.0
957,1982 08 15 12,0.0
958,1982 08 16 12,22.43
959,1982 08 17 12,0.0
960,1982 08 18 12,0.04
961,1982 08 19 12,14.11
962,1982 08 20 12,2.17
963,1982 08 21 12,0.0
964,1982 08 22 12,0.0
965,1982 08 23 12,0.0
966,1982 08 24 12,0.0
967,1982 08 25 12,0.0
968,1982 08 26 12,0.0
969,1982 08 27 12,0.0
970,1982 08 28 12,0.0
971,1982 08 29 12,0.0
972,1982 08 30 12,2.6
973,1982 08 31 12,0.0
974,1982 09 01 12,0.0
975,1982 09 02 12,0.0
976,1982 09 03 12,0.0
977,1982 09 04 12,0.0
978,1982 09 05 12,0.0
979,1982 09 06 12,0.0
980,1982 09 07 12,0.0
981,1982 09 08 12,0.0
982,1982 09 09 12,0.0
983,1982 09 10 12,0.0
984,1982 09 11 12,17.2
985,1982 09 12 12,21.43
986,1982 09 13 12,13.74
987,1982 09 14 12,16.79
988,1982 09 15 12,7.77
989,1982 09 16 12,14.77
990,1982 09 17 12,0.0
991,1982 09 18 12,0.0
992,1982 09 19 12,0.0
993,1982 09 20 12,3.22
994,1982 09 21 12,0.0
995,1982 09 22 12,0.0
996,1982 09 23 12,0.0
997,1982 09 24 12,0.0
998,1982 09 25 12,0.0
999,1982 09 26 12,0.0
1000,1982 09 27 12,0.0
1001,1982 09 28 12,0.0
1002,1982 09 29 12,0.0
1003,1982 09 30 12,0.0
1004,1982 10 01 12,0.0
1005,1982 10 02 12,0.0
1006,1982 10 03 12,3.08
1007,1982 10 04 12,0.0
1008,1982 10 05 12,0.04
1009,1982 10 06 12,10.58
1010,1982 10 07 12,15.76
1011,1982 10 08 12,19.33
1012,1982 10 09 12,2.57
1013,1982 10 10 12,0.0
1014,1982 10 11 12,0.0
1015,1982 10 12 12,1.57
1016,1982 10 13 12,5.67
1017,1982 10 14 12,0.0
1018,1982 10 15 12,0.0
1019,1982 10 16 12,0.0
1020,1982 10 17 12,0.0
1021,1982 10 18 12,0.0
1022,1982 10 19 12,0.0
1023,1982 10 20 12,0.0
1024,1982 10 21 12,0.0
1025,1982 10 22 12,0.0
1026,1982 10 23 12,0.0
1027,1982 10 24 12,0.0
1028,1982 10 25 12,0.0
1029,1982 10 26 12,0.0
1030,1982 10 27 12,0.0
1031,1982 10 28 12,0.0
1032,1982 10 29 12,0.0
1033,1982 10 30 12,8.87
1034,1982 10 31 12,2.5
1035,1982 11 01 12,0.0
1036,1982 11 02 12,0.0
1037,1982 11 03 12,20.54
1038,1982 11 04 12,6.58
1039,1982 11 05 12,0.0
1040,1982 11 06 12,0.0
1041,1982 11 07 12,0.0
1042,1982 11 08 12,0.0
1043,1982 11 09 12,0.0
1044,1982 11 10 12,0.0
1045,1982 11 11 12,0.0
1046,1982 11 12 12,4.52
1047,1982 11 13 12,0.37
1048,1982 11 14 12,0.0
1049,1982 11 15 12,0.0
1050,1982 11 16 12,0.0
1051,1982 11 17 12,13.65
1052,1982 11 18 12,12.17
1053,1982 11 19 12,20.43
1054,1982 11 20 12,8.45
1055,1982 11 21 12,0.0
1056,1982 11 22 12,0.0
1057,1982 11 23 12,0.0
1058,1982 11 24 12,0.0
1059,1982 11 25 12,0.0
1060,1982 11 26 12,0.0
1061,1982 11 27 12,12.89
1062,1982 11 28 12,26.69
1063,1982 11 29 12,0.0
1064,1982 11 30 12,7.16
1065,1982 12 01 12,22.69
1066,1982 12 02 12,0.0
1067,1982 12 03 12,23.58
1068,1982 12 04 12,128.06
1069,1982 12 05 12,9.73
1070,1982 12 06 12,0.0
1071,1982 12 07 12,0.0
1072,1982 12 08 12,0.0
1073,1982 12 09 12,0.0
1074,1982 12 10 12,0.94
1075,1982 12 11 12,26.76
1076,1982 12 12 12,3.18
1077,1982 12 13 12,0.0
1078,1982 12 14 12,0.0
1079,1982 12 15 12,24.1
1080,1982 12 16 12,0.0
1081,1982 12 17 12,0.0
1082,1982 12 18 12,0.0
1083,1982 12 19 12,0.0
1084,1982 12 20 12,0.0
1085,1982 12 21 12,0.0
1086,1982 12 22 12,0.0
1087,1982 12 23 12,0.17
1088,1982 12 24 12,3.7
1089,1982 12 25 12,4.65
1090,1982 12 26 12,9.29
1091,1982 12 27 12,14.27
1092,1982 12 28 12,11.75
1093,1982 12 29 12,0.0
1094,1982 12 30 12,0.0
1095,1982 12 31 12,0.0
1096,1983 01 01 12,40.25
1097,1983 01 02 12,11.92
1098,1983 01 03 12,0.0
1099,1983 01 04 12,0.0
1100,1983 01 05 12,0.0
1101,1983 01 06 12,0.0
1102,1983 01 07 12,0.0
1103,1983 01 08 12,0.0
1104,1983 01 09 12,3.72
1105,1983 01 10 12,3.83
1106,1983 01 11 12,0.0
1107,1983 01 12 12,0.0
1108,1983 01 13 12,0.0
1109,1983 01 14 12,0.0
1110,1983 01 15 12,0.0
1111,1983 01 16 12,0.0
1112,1983 01 17 12,0.0
1113,1983 01 18 12,0.0
1114,1983 01 19 12,0.0
1115,1983 01 20 12,55.02
1116,1983 01 21 12,10.26
1117,1983 01 22 12,0.0
1118,1983 01 23 12,0.0
1119,1983 01 24 12,0.0
1120,1983 01 25 12,10.11
1121,1983 01 26 12,0.0
1122,1983 01 27 12,1.05
1123,1983 01 28 12,0.0
1124,1983 01 29 12,6.76
1125,1983 01 30 12,12.15
1126,1983 01 31 12,0.0
1127,1983 02 01 12,63.24
1128,1983 02 02 12,13.2
1129,1983 02 03 12,0.0
1130,1983 02 04 12,0.0
1131,1983 02 05 12,13.13
1132,1983 02 06 12,29.87
1133,1983 02 07 12,0.0
1134,1983 02 08 12,0.0
1135,1983 02 09 12,11.54
1136,1983 02 10 12,36.54
1137,1983 02 11 12,0.0
1138,1983 02 12 12,0.0
1139,1983 02 13 12,0.0
1140,1983 02 14 12,0.0
1141,1983 02 15 12,0.0
1142,1983 02 16 12,7.69
1143,1983 02 17 12,10.5
1144,1983 02 18 12,0.0
1145,1983 02 19 12,0.0
1146,1983 02 20 12,0.0
1147,1983 02 21 12,5.64
1148,1983 02 22 12,32.56
1149,1983 02 23 12,0.0
1150,1983 02 24 12,0.0
1151,1983 02 25 12,0.0
1152,1983 02 26 12,0.0
1153,1983 02 27 12,10.72
1154,1983 02 28 12,16.26
1155,1983 03 01 12,1.66
1156,1983 03 02 12,0.0
1157,1983 03 03 12,0.0
1158,1983 03 04 12,0.0
1159,1983 03 05 12,42.93
1160,1983 03 06 12,1.25
1161,1983 03 07 12,0.0
1162,1983 03 08 12,0.0
1163,1983 03 09 12,0.0
1164,1983 03 10 12,0.0
1165,1983 03 11 12,0.0
1166,1983 03 12 12,0.0
1167,1983 03 13 12,0.0
1168,1983 03 14 12,0.0
1169,1983 03 15 12,0.0
1170,1983 03 16 12,0.0
1171,1983 03 17 12,1.47
1172,1983 03 18 12,0.0
1173,1983 03 19 12,0.0
1174,1983 03 20 12,23.38
1175,1983 03 21 12,0.0
1176,1983 03 22 12,0.0
1177,1983 03 23 12,0.0
1178,1983 03 24 12,30.31
1179,1983 03 25 12,0.0
1180,1983 03 26 12,31.66
1181,1983 03 27 12,41.04
1182,1983 03 28 12,0.0
1183,1983 03 29 12,0.0
1184,1983 03 30 12,8.0
1185,1983 03 31 12,0.0
1186,1983 04 01 12,0.0
1187,1983 04 02 12,8.4
1188,1983 04 03 12,0.0
1189,1983 04 04 12,0.0
1190,1983 04 05 12,12.6
1191,1983 04 06 12,186.86
1192,1983 04 07 12,93.2
1193,1983 04 08 12,23.98
1194,1983 04 09 12,0.0
1195,1983 04 10 12,0.0
1196,1983 04 11 12,0.0
1197,1983 04 12 12,0.0
1198,1983 04 13 12,0.0
1199,1983 04 14 12,69.48
1200,1983 04 15 12,0.0
1201,1983 04 16 12,0.0
1202,1983 04 17 12,0.0
1203,1983 04 18 12,0.0
1204,1983 04 19 12,0.0
1205,1983 04 20 12,3.15
1206,1983 04 21 12,0.0
1207,1983 04 22 12,13.51
1208,1983 04 23 12,20.53
1209,1983 04 24 12,0.0
1210,1983 04 25 12,0.0
1211,1983 04 26 12,0.0
1212,1983 04 27 12,0.0
1213,1983 04 28 12,0.0
1214,1983 04 29 12,0.0
1215,1983 04 30 12,0.0
1216,1983 05 01 12,0.0
1217,1983 05 02 12,0.0
1218,1983 05 03 12,3.0
1219,1983 05 04 12,0.0
1220,1983 05 05 12,0.0
1221,1983 05 06 12,0.0
1222,1983 05 07 12,0.0
1223,1983 05 08 12,1.0
1224,1983 05 09 12,0.0
1225,1983 05 10 12,0.0
1226,1983 05 11 12,1.37
1227,1983 05 12 12,0.0
1228,1983 05 13 12,0.0
1229,1983 05 14 12,0.0
1230,1983 05 15 12,0.0
1231,1983 05 16 12,23.02
1232,1983 05 17 12,0.0
1233,1983 05 18 12,0.0
1234,1983 05 19 12,2.85
1235,1983 05 20 12,4.41
1236,1983 05 21 12,29.1
1237,1983 05 22 12,82.71
1238,1983 05 23 12,0.0
1239,1983 05 24 12,0.0
1240,1983 05 25 12,0.0
1241,1983 05 26 12,0.0
1242,1983 05 27 12,0.0
1243,1983 05 28 12,0.0
1244,1983 05 29 12,0.0
1245,1983 05 30 12,0.0
1246,1983 05 31 12,0.0
1247,1983 06 01 12,0.0
1248,1983 06 02 12,0.0
1249,1983 06 03 12,0.0
1250,1983 06 04 12,0.0
1251,1983 06 05 12,25.02
1252,1983 06 06 12,23.62
1253,1983 06 07 12,16.36
1254,1983 06 08 12,0.0
1255,1983 06 09 12,0.0
1256,1983 06 10 12,0.0
1257,1983 06 11 12,0.0
1258,1983 06 12 12,0.0
1259,1983 06 13 12,1.16
1260,1983 06 14 12,0.0
1261,1983 06 15 12,10.16
1262,1983 06 16 12,15.36
1263,1983 06 17 12,9.87
1264,1983 06 18 12,8.94
1265,1983 06 19 12,6.22
1266,1983 06 20 12,7.54
1267,1983 06 21 12,6.85
1268,1983 06 22 12,4.05
1269,1983 06 23 12,11.7
1270,1983 06 24 12,6.96
1271,1983 06 25 12,10.3
1272,1983 06 26 12,7.98
1273,1983 06 27 12,14.17
1274,1983 06 28 12,5.38
1275,1983 06 29 12,8.02
1276,1983 06 30 12,4.47
1277,1983 07 01 12,0.0
1278,1983 07 02 12,0.0
1279,1983 07 03 12,0.0
1280,1983 07 04 12,0.0
1281,1983 07 05 12,0.0
1282,1983 07 06 12,10.13
1283,1983 07 07 12,0.0
1284,1983 07 08 12,0.0
1285,1983 07 09 12,0.0
1286,1983 07 10 12,0.0
1287,1983 07 11 12,0.0
1288,1983 07 12 12,0.0
1289,1983 07 13 12,0.0
1290,1983 07 14 12,0.0
1291,1983 07 15 12,0.0
1292,1983 07 16 12,0.0
1293,1983 07 17 12,0.0
1294,1983 07 18 12,0.0
1295,1983 07 19 12,0.36
1296,1983 07 20 12,16.47
1297,1983 07 21 12,0.0
1298,1983 07 22 12,0.0
1299,1983 07 23 12,0.0
1300,1983 07 24 12,0.0
1301,1983 07 25 12,0.0
1302,1983 07 26 12,0.0
1303,1983 07 27 12,0.0
1304,1983 07 28 12,36.31
1305,1983 07 29 12,0.0
1306,1983 07 30 12,0.0
1307,1983 07 31 12,4.66
1308,1983 08 01 12,11.43
1309,1983 08 02 12,58.16
1310,1983 08 03 12,19.05
1311,1983 08 04 12,16.9
1312,1983 08 05 12,0.0
1313,1983 08 06 12,15.32
1314,1983 08 07 12,0.0
1315,1983 08 08 12,18.38
1316,1983 08 09 12,17.51
1317,1983 08 10 12,0.02
1318,1983 08 11 12,0.0
1319,1983 08 12 12,12.56
1320,1983 08 13 12,14.57
1321,1983 08 14 12,0.0
1322,1983 08 15 12,0.0
1323,1983 08 16 12,0.0
1324,1983 08 17 12,5.38
1325,1983 08 18 12,2.36
1326,1983 08 19 12,0.0
1327,1983 08 20 12,0.0
1328,1983 08 21 12,0.0
1329,1983 08 22 12,0.0
1330,1983 08 23 12,0.0
1331,1983 08 24 12,0.0
1332,1983 08 25 12,0.0
1333,1983 08 26 12,0.0
1334,1983 08 27 12,3.03
1335,1983 08 28 12,0.0
1336,1983 08 29 12,0.0
1337,1983 08 30 12,9.16
1338,1983 08 31 12,0.0
1339,1983 09 01 12,0.0
1340,1983 09 02 12,0.0
1341,1983 09 03 12,0.0
1342,1983 09 04 12,0.26
1343,1983 09 05 12,2.75
1344,1983 09 06 12,29.81
1345,1983 09 07 12,17.81
1346,1983 09 08 12,17.1
1347,1983 09 09 12,0.0
1348,1983 09 10 12,0.0
1349,1983 09 11 12,17.47
1350,1983 09 12 12,12.24
1351,1983 09 13 12,6.0
1352,1983 09 14 12,0.0
1353,1983 09 15 12,0.0
1354,1983 09 16 12,0.0
1355,1983 09 17 12,0.0
1356,1983 09 18 12,0.0
1357,1983 09 19 12,0.14
1358,1983 09 20 12,21.35
1359,1983 09 21 12,16.67
1360,1983 09 22 12,0.0
1361,1983 09 23 12,0.0
1362,1983 09 24 12,0.0
1363,1983 09 25 12,0.0
1364,1983 09 26 12,0.0
1365,1983 09 27 12,0.0
1366,1983 09 28 12,0.0
1367,1983 09 29 12,0.0
1368,1983 09 30 12,0.0
1369,1983 10 01 12,0.0
1370,1983 10 02 12,0.0
1371,1983 10 03 12,0.0
1372,1983 10 04 12,0.0
1373,1983 10 05 12,0.0
1374,1983 10 06 12,0.0
1375,1983 10 07 12,0.0
1376,1983 10 08 12,0.0
1377,1983 10 09 12,0.0
1378,1983 10 10 12,0.0
1379,1983 10 11 12,3.51
1380,1983 10 12 12,22.22
1381,1983 10 13 12,19.36
1382,1983 10 14 12,0.0
1383,1983 10 15 12,0.0
1384,1983 10 16 12,0.0
1385,1983 10 17 12,0.0
1386,1983 10 18 12,0.0
1387,1983 10 19 12,0.0
1388,1983 10 20 12,0.0
1389,1983 10 21 12,0.0
1390,1983 10 22 12,3.34
1391,1983 10 23 12,2.0
1392,1983 10 24 12,0.0
1393,1983 10 25 12,0.0
1394,1983 10 26 12,0.0
1395,1983 10 27 12,0.0
1396,1983 10 28 12,0.0
1397,1983 10 29 12,0.0
1398,1983 10 30 12,0.0
1399,1983 10 31 12,0.0
1400,1983 11 01 12,0.0
1401,1983 11 02 12,0.0
1402,1983 11 03 12,0.0
1403,1983 11 04 12,6.77
1404,1983 11 05 12,11.13
1405,1983 11 06 12,0.0
1406,1983 11 07 12,0.18
1407,1983 11 08 12,0.0
1408,1983 11 09 12,0.0
1409,1983 11 10 12,0.0
1410,1983 11 11 12,0.0
1411,1983 11 12 12,0.0
1412,1983 11 13 12,0.0
1413,1983 11 14 12,2.73
1414,1983 11 15 12,13.17
1415,1983 11 16 12,0.0
1416,1983 11 17 12,0.0
1417,1983 11 18 12,0.0
1418,1983 11 19 12,0.0
1419,1983 11 20 12,37.49
1420,1983 11 21 12,0.0
1421,1983 11 22 12,0.0
1422,1983 11 23 12,15.5
1423,1983 11 24 12,20.26
1424,1983 11 25 12,0.0
1425,1983 11 26 12,0.0
1426,1983 11 27 12,9.83
1427,1983 11 28 12,12.62
1428,1983 11 29 12,0.0
1429,1983 11 30 12,0.0
1430,1983 12 01 12,0.0
1431,1983 12 02 12,0.0
1432,1983 12 03 12,0.0
1433,1983 12 04 12,24.48
1434,1983 12 05 12,2.78
1435,1983 12 06 12,32.17
1436,1983 12 07 12,0.0
1437,1983 12 08 12,0.0
1438,1983 12 09 12,0.0
1439,1983 12 10 12,0.0
1440,1983 12 11 12,68.12
1441,1983 12 12 12,0.0
1442,1983 12 13 12,0.0
1443,1983 12 14 12,9.02
1444,1983 12 15 12,0.0
1445,1983 12 16 12,0.0
1446,1983 12 17 12,4.74
1447,1983 12 18 12,0.0
1448,1983 12 19 12,0.0
1449,1983 12 20 12,0.0
1450,1983 12 21 12,0.0
1451,1983 12 22 12,9.24
1452,1983 12 23 12,0.0
1453,1983 12 24 12,0.0
1454,1983 12 25 12,0.0
1455,1983 12 26 12,0.0
1456,1983 12 27 12,24.15
1457,1983 12 28 12,59.24
1458,1983 12 29 12,8.54
1459,1983 12 30 12,0.0
1460,1983 12 31 12,0.0
1461,1984 01 01 12,0.0
1462,1984 01 02 12,0.0
1463,1984 01 03 12,0.0
1464,1984 01 04 12,0.0
1465,1984 01 05 12,0.0
1466,1984 01 06 12,0.0
1467,1984 01 07 12,0.0
1468,1984 01 08 12,0.0
1469,1984 01 09 12,0.0
1470,1984 01 10 12,18.55
1471,1984 01 11 12,0.0
1472,1984 01 12 12,0.0
1473,1984 01 13 12,2.22
1474,1984 01 14 12,5.0
1475,1984 01 15 12,10.06
1476,1984 01 16 12,3.77
1477,1984 01 17 12,5.02
1478,1984 01 18 12,16.3
1479,1984 01 19 12,9.0
1480,1984 01 20 12,0.0
1481,1984 01 21 12,0.0
1482,1984 01 22 12,0.0
1483,1984 01 23 12,4.31
1484,1984 01 24 12,10.96
1485,1984 01 25 12,11.46
1486,1984 01 26 12,0.0
1487,1984 01 27 12,0.0
1488,1984 01 28 12,0.0
1489,1984 01 29 12,0.0
1490,1984 01 30 12,0.0
1491,1984 01 31 12,0.0
1492,1984 02 01 12,0.0
1493,1984 02 02 12,0.0
1494,1984 02 03 12,17.28
1495,1984 02 04 12,0.0
1496,1984 02 05 12,0.0
1497,1984 02 06 12,0.0
1498,1984 02 07 12,0.0
1499,1984 02 08 12,0.0
1500,1984 02 09 12,0.0
1501,1984 02 10 12,29.43
1502,1984 02 11 12,0.0
1503,1984 02 12 12,18.61
1504,1984 02 13 12,29.53
1505,1984 02 14 12,0.0
1506,1984 02 15 12,0.0
1507,1984 02 16 12,16.0
1508,1984 02 17 12,0.0
1509,1984 02 18 12,0.0
1510,1984 02 19 12,6.86
1511,1984 02 20 12,9.79
1512,1984 02 21 12,5.98
1513,1984 02 22 12,0.0
1514,1984 02 23 12,0.0
1515,1984 02 24 12,0.0
1516,1984 02 25 12,0.0
1517,1984 02 26 12,0.0
1518,1984 02 27 12,66.67
1519,1984 02 28 12,1.06
1520,1984 02 29 12,0.0
1521,1984 03 01 12,0.0
1522,1984 03 02 12,0.0
1523,1984 03 03 12,0.0
1524,1984 03 04 12,0.0
1525,1984 03 05 12,11.43
1526,1984 03 06 12,5.12
1527,1984 03 07 12,0.0
1528,1984 03 08 12,0.0
1529,1984 03 09 12,0.0
1530,1984 03 10 12,0.0
1531,1984 03 11 12,0.0
1532,1984 03 12 12,0.1
1533,1984 03 13 12,8.45
1534,1984 03 14 12,0.0
1535,1984 03 15 12,0.0
1536,1984 03 16 12,0.0
1537,1984 03 17 12,0.0
1538,1984 03 18 12,0.0
1539,1984 03 19 12,0.0
1540,1984 03 20 12,39.89
1541,1984 03 21 12,0.0
1542,1984 03 22 12,0.0
1543,1984 03 23 12,0.0
1544,1984 03 24 12,0.39
1545,1984 03 25 12,1.36
1546,1984 03 26 12,0.0
1547,1984 03 27 12,0.19
1548,1984 03 28 12,0.0
1549,1984 03 29 12,0.0
1550,1984 03 30 12,0.0
1551,1984 03 31 12,0.0
1552,1984 04 01 12,0.0
1553,1984 04 02 12,0.0
1554,1984 04 03 12,15.95
1555,1984 04 04 12,0.0
1556,1984 04 05 12,0.0
1557,1984 04 06 12,0.0
1558,1984 04 07 12,0.0
1559,1984 04 08 12,32.42
1560,1984 04 09 12,43.59
1561,1984 04 10 12,0.0
1562,1984 04 11 12,0.0
1563,1984 04 12 12,0.0
1564,1984 04 13 12,0.0
1565,1984 04 14 12,0.0
1566,1984 04 15 12,0.0
1567,1984 04 16 12,0.0
1568,1984 04 17 12,0.0
1569,1984 04 18 12,0.0
1570,1984 04 19 12,0.0
1571,1984 04 20 12,0.0
1572,1984 04 21 12,0.0
1573,1984 04 22 12,1.26
1574,1984 04 23 12,0.0
1575,1984 04 24 12,0.0
1576,1984 04 25 12,0.0
1577,1984 04 26 12,0.0
1578,1984 04 27 12,2.96
1579,1984 04 28 12,0.0
1580,1984 04 29 12,0.0
1581,1984 04 30 12,0.0
1582,1984 05 01 12,0.0
1583,1984 05 02 12,0.0
1584,1984 05 03 12,1.02
1585,1984 05 04 12,6.11
1586,1984 05 05 12,0.0
1587,1984 05 06 12,0.0
1588,1984 05 07 12,0.0
1589,1984 05 08 12,11.75
1590,1984 05 09 12,0.0
1591,1984 05 10 12,0.0
1592,1984 05 11 12,0.0
1593,1984 05 12 12,0.0
1594,1984 05 13 12,0.0
1595,1984 05 14 12,0.0
1596,1984 05 15 12,0.0
1597,1984 05 16 12,0.0
1598,1984 05 17 12,0.0
1599,1984 05 18 12,0.0
1600,1984 05 19 12,0.0
1601,1984 05 20 12,23.42
1602,1984 05 21 12,11.1
1603,1984 05 22 12,38.15
1604,1984 05 23 12,0.0
1605,1984 05 24 12,0.0
1606,1984 05 25 12,0.0
1607,1984 05 26 12,0.0
1608,1984 05 27 12,9.07
1609,1984 05 28 12,0.0
1610,1984 05 29 12,0.0
1611,1984 05 30 12,0.0
1612,1984 05 31 12,0.0
1613,1984 06 01 12,0.0
1614,1984 06 02 12,0.0
1615,1984 06 03 12,0.0
1616,1984 06 04 12,0.0
1617,1984 06 05 12,0.0
1618,1984 06 06 12,0.0
1619,1984 06 07 12,0.0
1620,1984 06 08 12,0.0
1621,1984 06 09 12,0.0
1622,1984 06 10 12,0.0
1623,1984 06 11 12,0.0
1624,1984 06 12 12,0.0
1625,1984 06 13 12,0.0
1626,1984 06 14 12,0.0
1627,1984 06 15 12,13.91
1628,1984 06 16 12,32.23
1629,1984 06 17 12,5.04
1630,1984 06 18 12,10.6
1631,1984 06 19 12,0.0
1632,1984 06 20 12,0.0
1633,1984 06 21 12,0.0
1634,1984 06 22 12,0.0
1635,1984 06 23 12,9.13
1636,1984 06 24 12,7.05
1637,1984 06 25 12,11.29
1638,1984 06 26 12,0.0
1639,1984 06 27 12,0.16
1640,1984 06 28 12,15.48
1641,1984 06 29 12,7.79
1642,1984 06 30 12,5.25
1643,1984 07 01 12,0.0
1644,1984 07 02 12,0.0
1645,1984 07 03 12,0.0
1646,1984 07 04 12,0.0
1647,1984 07 05 12,0.0
1648,1984 07 06 12,0.0
1649,1984 07 07 12,0.19
1650,1984 07 08 12,11.17
1651,1984 07 09 12,0.0
1652,1984 07 10 12,0.0
1653,1984 07 11 12,0.0
1654,1984 07 12 12,0.0
1655,1984 07 13 12,10.15
1656,1984 07 14 12,11.18
1657,1984 07 15 12,26.5
1658,1984 07 16 12,4.67
1659,1984 07 17 12,17.37
1660,1984 07 18 12,2.26
1661,1984 07 19 12,0.69
1662,1984 07 20 12,0.0
1663,1984 07 21 12,0.0
1664,1984 07 22 12,0.0
1665,1984 07 23 12,0.0
1666,1984 07 24 12,0.0
1667,1984 07 25 12,0.0
1668,1984 07 26 12,10.08
1669,1984 07 27 12,0.0
1670,1984 07 28 12,0.81
1671,1984 07 29 12,8.08
1672,1984 07 30 12,0.0
1673,1984 07 31 12,0.0
1674,1984 08 01 12,0.0
1675,1984 08 02 12,7.96
1676,1984 08 03 12,56.05
1677,1984 08 04 12,10.76
1678,1984 08 05 12,7.78
1679,1984 08 06 12,7.18
1680,1984 08 07 12,4.81
1681,1984 08 08 12,28.84
1682,1984 08 09 12,11.22
1683,1984 08 10 12,0.0
1684,1984 08 11 12,0.0
1685,1984 08 12 12,7.16
1686,1984 08 13 12,19.06
1687,1984 08 14 12,13.72
1688,1984 08 15 12,0.31
1689,1984 08 16 12,0.0
1690,1984 08 17 12,2.91
1691,1984 08 18 12,6.03
1692,1984 08 19 12,0.0
1693,1984 08 20 12,0.0
1694,1984 08 21 12,0.0
1695,1984 08 22 12,0.04
1696,1984 08 23 12,18.4
1697,1984 08 24 12,7.75
1698,1984 08 25 12,0.0
1699,1984 08 26 12,0.0
1700,1984 08 27 12,14.21
1701,1984 08 28 12,8.13
1702,1984 08 29 12,10.89
1703,1984 08 30 12,16.69
1704,1984 08 31 12,0.0
1705,1984 09 01 12,0.0
1706,1984 09 02 12,0.0
1707,1984 09 03 12,0.0
1708,1984 09 04 12,15.09
1709,1984 09 05 12,6.84
1710,1984 09 06 12,0.0
1711,1984 09 07 12,0.0
1712,1984 09 08 12,0.15
1713,1984 09 09 12,0.0
1714,1984 09 10 12,0.0
1715,1984 09 11 12,0.0
1716,1984 09 12 12,0.0
1717,1984 09 13 12,0.64
1718,1984 09 14 12,0.0
1719,1984 09 15 12,0.0
1720,1984 09 16 12,0.0
1721,1984 09 17 12,0.0
1722,1984 09 18 12,0.0
1723,1984 09 19 12,0.0
1724,1984 09 20 12,0.0
1725,1984 09 21 12,0.0
1726,1984 09 22 12,11.8
1727,1984 09 23 12,7.85
1728,1984 09 24 12,0.0
1729,1984 09 25 12,0.0
1730,1984 09 26 12,0.0
1731,1984 09 27 12,0.0
1732,1984 09 28 12,0.0
1733,1984 09 29 12,0.0
1734,1984 09 30 12,0.0
1735,1984 10 01 12,0.0
1736,1984 10 02 12,0.0
1737,1984 10 03 12,0.0
1738,1984 10 04 12,0.0
1739,1984 10 05 12,0.0
1740,1984 10 06 12,0.0
1741,1984 10 07 12,0.0
1742,1984 10 08 12,0.0
1743,1984 10 09 12,23.68
1744,1984 10 10 12,15.22
1745,1984 10 11 12,2.79
1746,1984 10 12 12,0.0
1747,1984 10 13 12,0.0
1748,1984 10 14 12,0.0
1749,1984 10 15 12,26.91
1750,1984 10 16 12,0.0
1751,1984 10 17 12,46.26
1752,1984 10 18 12,8.57
1753,1984 10 19 12,9.96
1754,1984 10 20 12,12.42
1755,1984 10 21 12,15.78
1756,1984 10 22 12,35.26
1757,1984 10 23 12,21.42
1758,1984 10 24 12,9.33
1759,1984 10 25 12,0.0
1760,1984 10 26 12,0.0
1761,1984 10 27 12,0.0
1762,1984 10 28 12,0.0
1763,1984 10 29 12,0.0
1764,1984 10 30 12,0.0
1765,1984 10 31 12,0.0
1766,1984 11 01 12,0.0
1767,1984 11 02 12,22.42
1768,1984 11 03 12,0.0
1769,1984 11 04 12,0.0
1770,1984 11 05 12,0.0
1771,1984 11 06 12,0.0
1772,1984 11 07 12,0.0
1773,1984 11 08 12,0.0
1774,1984 11 09 12,0.0
1775,1984 11 10 12,0.0
1776,1984 11 11 12,0.0
1777,1984 11 12 12,0.0
1778,1984 11 13 12,0.0
1779,1984 11 14 12,0.0
1780,1984 11 15 12,0.0
1781,1984 11 16 12,7.86
1782,1984 11 17 12,0.0
1783,1984 11 18 12,0.0
1784,1984 11 19 12,11.01
1785,1984 11 20 12,0.0
1786,1984 11 21 12,0.0
1787,1984 11 22 12,0.0
1788,1984 11 23 12,0.0
1789,1984 11 24 12,0.0
1790,1984 11 25 12,0.0
1791,1984 11 26 12,0.0
1792,1984 11 27 12,24.06
1793,1984 11 28 12,20.57
1794,1984 11 29 12,0.0
1795,1984 11 30 12,4.35
1796,1984 12 01 12,0.01
1797,1984 12 02 12,6.04
1798,1984 12 03 12,13.72
1799,1984 12 04 12,28.52
1800,1984 12 05 12,37.2
1801,1984 12 06 12,5.01
1802,1984 12 07 12,0.0
1803,1984 12 08 12,0.0
1804,1984 12 09 12,0.0
1805,1984 12 10 12,0.0
1806,1984 12 11 12,0.0
